controller,success_rate,mean_cost,std_cost,mean_time
M,100.0,29793.12973627622,20518.89138150747,1.230700433254242
M_term,100.0,7766.820814325309,5272.235129261011,4.911868125200272
N+M,100.0,7674.277296365243,5253.564941848027,12.684450849890709
