controller,success_rate,mean_cost,std_cost,mean_time
M,100.0,56843.09957279141,28613.51120786792,1.730242371559143
M_term,100.0,15032.964747577302,7419.13609472491,7.547335132956505
N+M,100.0,14675.800675338956,7369.72990167341,19.76017814874649
