controller,success_rate,mean_cost,std_cost,mean_time
M,100.0,50772.99364848636,32250.435622957822,3.422048306465149
M_term,100.0,16895.74732057257,11138.683580755373,8.350289976596832
N+M,100.0,16497.710508073713,10693.58245330266,31.569064056873323
