simulation_id,controller,cost,exec_time,success
0,M,63124.5,6.808201789855957,True
0,M_term,26019.7,40.641143798828125,True
0,N+M,25725.9,112.53622484207153,True
1,M,81735.7,8.47971224784851,True
1,M_term,30460.2,31.63121461868286,True
1,N+M,30106.6,112.07275128364563,True
2,M,63807.4,8.667808055877686,True
2,M_term,18633.5,30.983533143997192,True
2,N+M,18331.8,112.03048467636108,True
3,M,26500.7,8.256293058395386,True
3,M_term,8485.86,29.714722156524658,True
3,N+M,8162.1,79.41208052635193,True
4,M,97943.7,6.613311290740967,True
4,M_term,28780.3,32.192410469055176,True
4,N+M,28362.3,78.94392442703247,True
5,M,115878,6.880070686340332,True
5,M_term,40011.4,45.071378231048584,True
5,N+M,39751.4,113.75160145759583,True
6,M,18063.3,8.107229232788086,True
6,M_term,7240.33,39.61672115325928,True
6,N+M,6849.92,102.28685235977173,True
7,M,20881,6.480906009674072,True
7,M_term,7643.59,28.045397996902466,True
7,N+M,7117.08,79.33971309661865,True
8,M,62278.4,8.249874114990234,True
8,M_term,18581.6,39.356706619262695,True
8,N+M,18032.2,112.38136672973633,True
9,M,84436.4,8.463896751403809,True
9,M_term,25556.5,39.02349853515625,True
9,N+M,25041.2,111.96430087089539,True
10,M,31698.6,8.307768106460571,True
10,M_term,10060.1,29.93094277381897,True
10,N+M,9784.23,78.66746878623962,True
11,M,9376.83,6.193310976028442,True
11,M_term,3418.87,40.595309019088745,True
11,N+M,3150.84,79.54863572120667,True
12,M,102108,6.777921438217163,True
12,M_term,31846.2,45.14807987213135,True
12,N+M,31524.1,112.31330466270447,True
13,M,85562.3,6.769451141357422,True
13,M_term,31513.4,41.25458216667175,True
13,N+M,31150.2,81.79547691345215,True
14,M,70681,8.474248886108398,True
14,M_term,24970.6,29.93292546272278,True
14,N+M,24680.9,79.30954384803772,True
15,M,10735.5,6.232565879821777,True
15,M_term,4860.11,28.23990750312805,True
15,N+M,4449.24,78.6247718334198,True
16,M,119964,9.670936584472656,True
16,M_term,48882.8,30.96169900894165,True
16,N+M,48527.4,93.49278807640076,True
17,M,37285,9.187330961227417,True
17,M_term,11567.1,25.958916425704956,True
17,N+M,11379.3,89.80041933059692,True
18,M,70030.3,9.374156713485718,True
18,M_term,26255.5,30.706774473190308,True
18,N+M,25913.1,106.5088746547699,True
19,M,53247.6,11.83358097076416,True
19,M_term,15534.3,32.504339933395386,True
19,N+M,15367.1,101.41543507575989,True
20,M,4033.76,8.879520416259766,True
20,M_term,2022.53,32.135469913482666,True
20,N+M,1871.66,118.07553005218506,True
21,M,4646,8.886546611785889,True
21,M_term,1482.93,30.427136421203613,True
21,N+M,1271.72,90.72791647911072,True
22,M,108338,11.449771165847778,True
22,M_term,42139.6,27.30337691307068,True
22,N+M,41718.3,91.42007327079773,True
23,M,68738.2,10.910359144210815,True
23,M_term,22760.1,29.200413465499878,True
23,N+M,22461.4,90.60101914405823,True
24,M,33704.8,9.552804708480835,True
24,M_term,10216.6,35.82842254638672,True
24,N+M,9677.71,117.82051181793213,True
25,M,101138,10.297313451766968,True
25,M_term,40363.2,40.71091294288635,True
25,N+M,39806.7,88.37948894500732,True
26,M,46411.9,10.614691734313965,True
26,M_term,18025.3,45.26476430892944,True
26,N+M,17583.1,104.14364314079285,True
27,M,112895,12.343598127365112,True
27,M_term,42607.4,42.163384437561035,True
27,N+M,42028,93.62682890892029,True
28,M,28308.4,11.319080352783203,True
28,M_term,9229.49,38.30167007446289,True
28,N+M,9050.65,115.53992366790771,True
29,M,49324.1,10.438838243484497,True
29,M_term,15341.2,33.780545234680176,True
29,N+M,15138.9,100.83273649215698,True
30,M,5787.32,11.547852754592896,True
30,M_term,1956.06,43.64199995994568,True
30,N+M,1681.71,92.8833167552948,True
31,M,38067.3,12.008460760116577,True
31,M_term,11754.7,48.30842089653015,True
31,N+M,11479.5,114.29788517951965,True
32,M,47707.8,10.062779188156128,True
32,M_term,15682.4,26.530434370040894,True
32,N+M,15263.2,88.03959369659424,True
33,M,33966.8,9.741269826889038,True
33,M_term,10836.5,35.85656809806824,True
33,N+M,10642.8,120.96580815315247,True
34,M,60825.4,10.219481468200684,True
34,M_term,23159.4,36.565890073776245,True
34,N+M,22985.8,119.96320629119873,True
35,M,67608.4,10.05693531036377,True
35,M_term,21086.8,28.39554500579834,True
35,N+M,20851.9,88.62119722366333,True
36,M,3624.79,8.854857921600342,True
36,M_term,2226.48,25.684272527694702,True
36,N+M,1685.57,99.10466265678406,True
37,M,12708.2,9.079221725463867,True
37,M_term,5071.87,25.677106142044067,True
37,N+M,4576.2,88.82794713973999,True
38,M,6434.91,11.207870483398438,True
38,M_term,3811.8,25.285215616226196,True
38,N+M,3386.44,88.38173246383667,True
39,M,21986,11.236247301101685,True
39,M_term,7404.88,38.9238383769989,True
39,N+M,6972.5,122.92245721817017,True
40,M,28947.1,9.488752365112305,True
40,M_term,9961.69,28.62797451019287,True
40,N+M,9456.45,92.79113841056824,True
41,M,73095.8,11.864912986755371,True
41,M_term,27185.9,43.58065629005432,True
41,N+M,27024.3,107.3796067237854,True
42,M,3163.18,10.186213254928589,True
42,M_term,1294.8,38.79804754257202,True
42,N+M,1044.22,90.77190017700195,True
43,M,55452,11.77060079574585,True
43,M_term,20339.8,37.72793889045715,True
43,N+M,20047,91.13903784751892,True
44,M,66923.2,10.315314769744873,True
44,M_term,24503.7,28.90603470802307,True
44,N+M,24111.3,120.77858185768127,True
45,M,8411.47,9.090218782424927,True
45,M_term,3531.48,28.21990656852722,True
45,N+M,3246.57,92.04130268096924,True
