controller,success_rate,mean_cost,std_cost,mean_time
M,100.0,23330.041860920875,18969.58250333549,3.3580756448209286
M_term,100.0,6960.375365578133,5107.353880935017,8.362456440925598
N+M,100.0,6940.012918574352,5107.986031567591,32.65044190362096
