simulation_id,controller,cost,exec_time,success
0,M,43123.1,4.6729137897491455,True
0,M_term,11198.5,13.421000480651855,True
0,N+M,11056,41.640334606170654,True
1,M,69899.3,4.6080639362335205,True
1,M_term,18273.5,13.716620922088623,True
1,N+M,18180.6,53.59395480155945,True
2,M,61550.5,3.6396613121032715,True
2,M_term,16228.7,14.285840272903442,True
2,N+M,16019.6,41.95641613006592,True
3,M,25337.4,4.406118631362915,True
3,M_term,6830.16,10.637830018997192,True
3,N+M,6632.87,52.454163789749146,True
4,M,95134.5,4.5813024044036865,True
4,M_term,24835.4,13.81921672821045,True
4,N+M,24627.5,49.12405848503113,True
5,M,100340,3.758573532104492,True
5,M_term,25928.9,11.200373411178589,True
5,N+M,25733.1,38.19392251968384,True
6,M,25847.4,4.514022588729858,True
6,M_term,6915.59,10.497082948684692,True
6,N+M,6846.59,49.92523908615112,True
7,M,19274.7,3.60337233543396,True
7,M_term,5135.95,13.235498428344727,True
7,N+M,5049.27,38.14066982269287,True
8,M,60052.5,3.7258141040802,True
8,M_term,15760.6,10.75567078590393,True
8,N+M,15704.7,37.70229363441467,True
9,M,83190,4.716123580932617,True
9,M_term,21757.2,13.277979612350464,True
9,N+M,21662.5,39.72600698471069,True
10,M,31713.2,4.5870442390441895,True
10,M_term,8426.89,10.8574800491333,True
10,N+M,8219.01,50.27659034729004,True
11,M,6764.64,3.523988962173462,True
11,M_term,1881.69,9.957679510116577,True
11,N+M,1815.49,47.92483925819397,True
12,M,99118.3,3.7582149505615234,True
12,M_term,25796.9,11.023506164550781,True
12,N+M,25591.5,38.609838008880615,True
13,M,69559.7,3.7573184967041016,True
13,M_term,18021.4,14.065415620803833,True
13,N+M,17792.2,38.040276288986206,True
14,M,63676.7,4.685546636581421,True
14,M_term,16422,10.609447240829468,True
14,N+M,16354,52.61119198799133,True
15,M,5647.16,3.586256742477417,True
15,M_term,1656.92,13.151023149490356,True
15,N+M,1598.23,51.06843113899231,True
16,M,79237.1,6.136232137680054,True
16,M_term,20753.6,12.846993446350098,True
16,N+M,20607.8,42.23004961013794,True
17,M,35663.5,5.1241278648376465,True
17,M_term,9232.44,13.631148099899292,True
17,N+M,9161.21,41.706897497177124,True
18,M,54204.8,5.368524074554443,True
18,M_term,14247.2,12.13487434387207,True
18,N+M,14127.6,41.66322469711304,True
19,M,55223.1,5.468477249145508,True
19,M_term,14327.2,12.816707849502563,True
19,N+M,14247.9,53.830949783325195,True
20,M,3495.03,6.282304525375366,True
20,M_term,1113.09,10.458834171295166,True
20,N+M,1071.59,53.84927415847778,True
21,M,4695.41,4.7147815227508545,True
21,M_term,1425.33,11.799569129943848,True
21,N+M,1259.58,53.60107731819153,True
22,M,79292.8,4.840681552886963,True
22,M_term,20477.4,9.690749645233154,True
22,N+M,20383,41.60426640510559,True
23,M,65747.2,5.791870594024658,True
23,M_term,16917.6,9.529637813568115,True
23,N+M,16846.2,41.376856565475464,True
24,M,33362,5.5533342361450195,True
24,M_term,8840.16,10.298085451126099,True
24,N+M,8655.07,54.76736068725586,True
25,M,70531.3,4.936578273773193,True
25,M_term,18220.3,11.424469709396362,True
25,N+M,18133.3,54.688557386398315,True
26,M,35907.9,4.8867950439453125,True
26,M_term,9677.77,12.204731464385986,True
26,N+M,9469.85,54.649263858795166,True
27,M,84816.1,4.935936450958252,True
27,M_term,22072.4,13.00402283668518,True
27,N+M,21867,48.47114396095276,True
28,M,28454.4,4.579508304595947,True
28,M_term,7557.18,12.343222618103027,True
28,N+M,7504.35,54.449339866638184,True
29,M,48568.6,4.268316745758057,True
29,M_term,12638,9.543832540512085,True
29,N+M,12466.5,40.984153032302856,True
30,M,5668.92,4.065605640411377,True
30,M_term,1665.36,9.373827934265137,True
30,N+M,1479.51,40.668052434921265,True
31,M,42313.2,4.155667304992676,True
31,M_term,11325.9,10.80714464187622,True
31,N+M,11132.4,40.84376001358032,True
32,M,48699,4.234118461608887,True
32,M_term,12937.4,9.44991946220398,True
32,N+M,12855.2,41.40330243110657,True
33,M,34677.8,4.272632837295532,True
33,M_term,9352.43,9.494561910629272,True
33,N+M,9142.31,47.5401029586792,True
34,M,51251.1,4.312307596206665,True
34,M_term,13544.6,9.662312030792236,True
34,N+M,13337.3,54.01840090751648,True
35,M,61516.9,5.035158395767212,True
35,M_term,15908.2,11.043089389801025,True
35,N+M,15723,57.04776573181152,True
36,M,484.786,3.8457822799682617,True
36,M_term,261.13,8.62735891342163,True
36,N+M,216.277,41.533913373947144,True
37,M,10601.9,4.2707202434539795,True
37,M_term,3002.93,9.431082248687744,True
37,N+M,2822.64,41.69262361526489,True
38,M,11440.7,4.299546957015991,True
38,M_term,3248.86,9.393672466278076,True
38,N+M,3187.98,42.014812707901,True
39,M,18098.4,4.328602075576782,True
39,M_term,4938.3,10.232171773910522,True
39,N+M,4766.99,56.627273082733154,True
40,M,23994.8,4.763218641281128,True
40,M_term,6482.87,12.486361742019653,True
40,N+M,6300.29,56.57864332199097,True
41,M,58506.1,4.806201457977295,True
41,M_term,15175.3,12.375090837478638,True
41,N+M,15113.6,56.72317457199097,True
42,M,3604.75,4.003504753112793,True
42,M_term,1180.19,10.054027557373047,True
42,N+M,990.021,41.351255893707275,True
43,M,45708.4,6.30486798286438,True
43,M_term,11873.2,9.129852294921875,True
43,N+M,11807,42.496809244155884,True
44,M,59571.3,5.177903413772583,True
44,M_term,15656.1,11.194342136383057,True
44,N+M,15514.5,53.22738337516785,True
45,M,5801.83,4.871849060058594,True
45,M_term,1823.35,10.422775506973267,True
