controller,success_rate,mean_cost,std_cost,mean_time
M,100.0,1372497.6069627053,1677562.1959052305,5.4296640902757645
M_term,100.0,805333.8343397261,1031029.80649789,17.016109198331833
N+M,100.0,919749.1075187847,1594403.2492673832,67.33945760130882
